Id,y
50100,1.9599904
50101,2.2979636
50102,1.4869013
50103,2.1484666
50104,1.5696183
50105,1.5861753
50106,2.0053792
50107,2.3517458
50108,1.9069403
50109,1.9819919
50110,1.5425247
50111,1.7105753
50112,1.6043139
50113,1.5308623
50114,1.6254406
50115,2.000145
50116,1.2795848
50117,1.9018848
50118,1.9010252
50119,2.0936396
50120,1.9695585
50121,2.1707075
50122,1.2080625
50123,2.1037087
50124,1.5619395
50125,2.0236394
50126,1.4558825
50127,1.9441471
50128,1.563839
50129,1.8073494
50130,1.9634836
50131,2.0236206
50132,1.6600486
50133,1.6859579
50134,1.880686
50135,2.2607992
50136,1.7102158
50137,1.9927328
50138,1.4483373
50139,1.8893297
50140,2.005794
50141,2.3922226
50142,2.0848591
50143,1.6705441
50144,1.777674
50145,2.1933184
50146,1.7078819
50147,2.3575983
50148,1.918028
50149,1.7655182
50150,1.2261674
50151,1.4194732
50152,1.5275674
50153,2.1937466
50154,2.0390344
50155,2.190175
50156,1.9387068
50157,1.0317394
50158,2.290963
50159,1.2614567
50160,1.6542814
50161,2.3667517
50162,2.1058874
50163,2.1880155
50164,1.6202967
50165,1.1797956
50166,1.5040114
50167,1.8874626
50168,1.7156628
50169,1.1999284
50170,1.9323175
50171,2.0025816
50172,1.5507731
50173,2.0561407
50174,2.1901548
50175,1.700428
50176,2.3076305
50177,2.2621686
50178,2.2964628
50179,1.7467146
50180,2.1259806
50181,1.9866621
50182,2.1466398
50183,1.3796108
50184,2.2874515
50185,2.0562544
50186,2.1268656
50187,2.4200041
50188,2.207614
50189,2.0914607
50190,2.4235706
50191,2.1244168
50192,2.0174565
50193,2.156992
50194,1.7919422
50195,2.0632014
50196,2.455717
50197,1.7367971
50198,2.069469
50199,2.2545838
50200,1.7958267
50201,2.6309426
50202,1.5670221
50203,1.8537635
50204,1.5671223
50205,1.6822708
50206,1.834888
50207,2.230231
50208,1.8206074
50209,1.640638
50210,1.937821
50211,1.4567937
50212,1.9490935
50213,2.3829758
50214,2.0074284
50215,1.4524572
50216,1.5216639
50217,1.5690107
50218,2.024278
50219,2.0787241
50220,2.2540374
50221,1.9737209
50222,1.9311484
50223,1.599026
50224,1.5675049
50225,2.2224348
50226,1.9687545
50227,2.1776288
50228,1.5752809
50229,2.0154278
50230,1.8060695
50231,1.7693679
50232,2.2817366
50233,2.2510648
50234,1.6689241
50235,1.502512
50236,1.660646
50237,1.7769372
50238,1.8370882
50239,1.7697941
50240,2.1250024
50241,1.2161062
50242,2.1471357
50243,1.8016955
50244,1.4034853
50245,2.085865
50246,2.0026908
50247,0.97172546
50248,2.7177527
50249,2.3975382
50250,2.4140754
50251,1.8595855
50252,2.544745
50253,2.1312504
50254,1.8301661
50255,1.9812168
50256,2.1132448
50257,1.9637005
50258,1.5804465
50259,2.2743237
50260,1.2997565
50261,2.2719643
50262,1.6949115
50263,1.8817285
50264,1.0663493
50265,1.845175
50266,1.8396938
50267,2.2155273
50268,1.8669956
50269,1.755701
50270,2.212995
50271,1.9914532
50272,1.9152831
50273,2.4094603
50274,2.1611173
50275,1.3179632
50276,2.2423701
50277,1.6665987
50278,1.781116
50279,1.6339853
50280,1.797571
50281,1.3726093
50282,2.0853317
50283,2.1134555
50284,1.6700724
50285,1.9358444
50286,1.889488
50287,2.6249266
50288,2.1134725
50289,1.2972379
50290,1.8659276
50291,2.2254238
50292,1.7436968
50293,2.5114741
50294,1.5537708
50295,1.7367573
50296,2.3805923
50297,1.8621902
50298,2.2322974
50299,2.2109537
50300,1.9261142
50301,1.9763142
50302,2.3572807
50303,2.1953702
50304,1.5675871
50305,0.7650895
50306,1.4670469
50307,1.9146767
50308,2.2000597
50309,1.2077842
50310,2.155243
50311,2.1288717
50312,2.0880475
50313,2.140555
50314,1.6086644
50315,1.8893371
50316,1.3335409
50317,1.5443423
50318,2.3751462
50319,2.0001955
50320,2.2956288
50321,2.4647608
50322,2.1898987
50323,1.0237191
50324,1.7845757
50325,1.7176932
50326,1.8402418
50327,2.0719466
50328,1.8546957
50329,2.021049
50330,1.83018
50331,2.0770617
50332,1.3923329
50333,1.7097685
50334,2.04495
50335,1.8129845
50336,2.1029317
50337,1.3481336
50338,1.8919643
50339,1.8409407
50340,1.8627763
50341,1.8478007
50342,1.883347
50343,1.1748359
50344,1.7684792
50345,2.3108435
50346,1.3401909
50347,2.2924356
50348,2.3905413
50349,1.4759547
50350,2.423809
